communityIdNumber,communityName,county,state,initialFloodHazardBoundaryMap,initialFloodInsuranceRateMap,currentlyEffectiveMapDate,regularEmergencyProgramDate,tribal,participatingInNFIP,originalEntryDate,classRatingEffectiveDate,classRating,sfhaDiscount,nonSfhaDiscount,lastRefresh
361316,"GALLATIN, TOWN OF",COLUMBIA COUNTY,NY,1974-10-25T00:00:00.000Z,1984-10-16T00:00:00.000Z,10/16/84,10/16/84,0,1,,,,,,2024-11-09T09:17:22.959Z
361317,"GERMANTOWN, TOWN OF",COLUMBIA COUNTY,NY,1974-11-15T00:00:00.000Z,1979-05-11T00:00:00.000Z,05/11/79(M),05/11/79,0,1,,,,,,2024-11-09T09:17:22.966Z
361318,"GHENT, TOWN OF",COLUMBIA COUNTY,NY,1974-10-18T00:00:00.000Z,1988-01-01T00:00:00.000Z,01/01/88(L),01/01/88,0,1,,,,,,2024-11-09T09:17:22.973Z
361319,"GREENPORT, TOWN OF",COLUMBIA COUNTY,NY,1974-11-01T00:00:00.000Z,1985-06-05T00:00:00.000Z,11/15/89,06/05/85,0,1,,,,,,2024-11-09T09:17:22.980Z
361320,"HILLSDALE, TOWN OF",COLUMBIA COUNTY,NY,1975-01-03T00:00:00.000Z,1985-05-15T00:00:00.000Z,05/15/85(M),05/15/85,0,1,,,,,,2024-11-09T09:17:22.988Z
361321,"KINDERHOOK, TOWN OF",COLUMBIA COUNTY,NY,1974-10-25T00:00:00.000Z,1982-12-01T00:00:00.000Z,12/01/82,12/01/82,0,1,,,,,,2024-11-09T09:17:22.996Z
361322,"STOCKPORT, TOWN OF",COLUMBIA COUNTY,NY,1974-10-18T00:00:00.000Z,1983-01-19T00:00:00.000Z,01/19/83,01/19/83,0,1,,,,,,2024-11-09T09:17:23.004Z
361323,"STUYVESANT, TOWN OF",COLUMBIA COUNTY,NY,1974-10-18T00:00:00.000Z,1979-09-14T00:00:00.000Z,09/14/79(M),09/14/79,0,1,,,,,,2024-11-09T09:17:23.012Z
361324,"TAGHKANIC, TOWN OF",COLUMBIA COUNTY,NY,1974-12-20T00:00:00.000Z,1986-01-03T00:00:00.000Z,01/03/86(M),01/03/86,0,1,,,,,,2024-11-09T09:17:23.020Z
361325,"FREETOWN, TOWN OF",CORTLAND COUNTY,NY,1975-01-17T00:00:00.000Z,2010-03-02T00:00:00.000Z,03/02/10(M),03/02/10,0,1,,,,,,2024-11-09T09:17:23.027Z
361326,"LAPEER, TOWN OF",CORTLAND COUNTY,NY,1975-02-28T00:00:00.000Z,1984-07-20T00:00:00.000Z,03/02/10(M),07/20/84,0,1,,,,,,2024-11-09T09:17:23.036Z
361328,"SCOTT, TOWN OF",CORTLAND COUNTY,NY,1974-11-01T00:00:00.000Z,1985-05-15T00:00:00.000Z,03/02/10,05/15/85,0,1,,,,,,2024-11-09T09:17:23.043Z
361329,"SOLON, TOWN OF",CORTLAND COUNTY,NY,1975-01-17T00:00:00.000Z,1985-05-15T00:00:00.000Z,03/02/10,05/15/85,0,1,,,,,,2024-11-09T09:17:23.051Z
361330,"TAYLOR, TOWN OF",CORTLAND COUNTY,NY,1975-07-11T00:00:00.000Z,1985-05-15T00:00:00.000Z,03/02/10(M),05/15/85,0,1,,,,,,2024-11-09T09:17:23.060Z
361331,"WILLET, TOWN OF",CORTLAND COUNTY,NY,1974-12-20T00:00:00.000Z,1984-07-20T00:00:00.000Z,03/02/10(M),07/20/84,0,1,,,,,,2024-11-09T09:17:23.067Z
361332,"AMENIA, TOWN OF",DUTCHESS COUNTY,NY,1974-10-18T00:00:00.000Z,1984-09-24T00:00:00.000Z,05/02/12,09/24/84,0,1,,,,,,2024-11-09T09:17:23.075Z
361333,"BEEKMAN, TOWN OF",DUTCHESS COUNTY,NY,1974-10-18T00:00:00.000Z,1984-09-05T00:00:00.000Z,05/02/12,09/05/84,0,1,,,,,,2024-11-09T09:17:23.082Z
361334,"CLINTON, TOWN OF",DUTCHESS COUNTY,NY,1974-12-20T00:00:00.000Z,1984-07-05T00:00:00.000Z,05/02/12,07/05/84,0,1,,,,,,2024-11-09T09:17:23.089Z
361335,"DOVER, TOWN OF",DUTCHESS COUNTY,NY,1974-12-06T00:00:00.000Z,1984-08-15T00:00:00.000Z,05/02/12,08/15/84,0,1,,,,,,2024-11-09T09:17:23.095Z
361336,"EAST FISHKILL, TOWN OF",DUTCHESS COUNTY,NY,1974-11-01T00:00:00.000Z,1984-06-15T00:00:00.000Z,05/02/12,06/15/84,0,1,2015-10-01T00:00:00.000Z,2015-10-01T00:00:00.000Z,8,10%,05%,2024-11-09T09:17:23.102Z
361337,"FISHKILL, TOWN OF",DUTCHESS COUNTY,NY,1974-12-20T00:00:00.000Z,1984-06-01T00:00:00.000Z,05/02/12,06/01/84,0,1,,,,,,2024-11-09T09:17:23.109Z
480671,"FLORESVILLE, CITY OF",WILSON COUNTY,TX,1974-03-08T00:00:00.000Z,1977-11-16T00:00:00.000Z,11/26/10,11/16/77,0,1,,,,,,2024-11-09T09:18:08.872Z
480672,"POTH, CITY OF",WILSON COUNTY,TX,1974-05-24T00:00:00.000Z,1977-12-01T00:00:00.000Z,11/26/10,12/01/77,0,1,,,,,,2024-11-09T09:18:08.878Z
480673,"STOCKDALE, CITY OF",WILSON COUNTY,TX,1974-05-31T00:00:00.000Z,1978-03-01T00:00:00.000Z,11/26/10,03/01/78,0,1,,,,,,2024-11-09T09:18:08.884Z
480676,"BOYD, CITY OF",WISE COUNTY,TX,1973-12-28T00:00:00.000Z,1990-03-19T00:00:00.000Z,12/16/11(M),09/01/87,0,1,,,,,,2024-11-09T09:18:08.891Z
480677,"BRIDGEPORT,CITY OF",WISE COUNTY,TX,1974-06-14T00:00:00.000Z,1990-03-19T00:00:00.000Z,12/16/11(M),08/01/87,0,1,,,,,,2024-11-09T09:18:08.897Z
480678,"DECATUR, CITY OF",WISE COUNTY,TX,1974-02-15T00:00:00.000Z,1990-03-19T00:00:00.000Z,12/16/11(M),08/16/77,0,1,,,,,,2024-11-09T09:18:08.903Z
361338,"HYDE PARK, TOWN OF",DUTCHESS COUNTY,NY,1974-12-20T00:00:00.000Z,1984-06-15T00:00:00.000Z,05/02/12,06/15/84,0,1,,,,,,2024-11-09T09:17:23.116Z
361339,"MILAN, TOWN OF",DUTCHESS COUNTY,NY,1974-10-18T00:00:00.000Z,1979-08-10T00:00:00.000Z,05/02/12(M),08/10/79,0,1,,,,,,2024-11-09T09:17:23.123Z
361340,"NORTH EAST, TOWN OF",DUTCHESS COUNTY,NY,1974-10-18T00:00:00.000Z,1984-09-05T00:00:00.000Z,05/02/12,09/05/84,0,1,,,,,,2024-11-09T09:17:23.129Z
361342,"BRIGHTWATERS, VILLAGE OF",SUFFOLK COUNTY,NY,1974-10-18T00:00:00.000Z,1982-09-02T00:00:00.000Z,09/25/09,09/02/82,0,1,1993-10-01T00:00:00.000Z,1998-10-01T00:00:00.000Z,10,,0%,2024-11-09T09:17:23.142Z
361343,"WAVERLY, VILLAGE OF",TIOGA COUNTY,NY,1974-11-01T00:00:00.000Z,1983-03-16T00:00:00.000Z,04/17/12,03/16/83,0,1,,,,,,2024-11-09T09:17:23.149Z
361345,"NORWOOD, VILLAGE OF",ST. LAWRENCE COUNTY,NY,1974-11-29T00:00:00.000Z,1986-04-30T00:00:00.000Z,04/30/86(M),04/30/86,0,1,,,,,,2024-11-09T09:17:23.155Z
361346,"RAVENA, VILLAGE OF",ALBANY COUNTY,NY,1976-10-22T00:00:00.000Z,1982-04-02T00:00:00.000Z,03/16/15,04/02/82,0,1,,,,,,2024-11-09T09:17:23.161Z
361350,"LACONA, VILLAGE OF",OSWEGO COUNTY,NY,1974-11-22T00:00:00.000Z,1979-05-11T00:00:00.000Z,06/18/13,05/11/79,0,1,,,,,,2024-11-09T09:17:23.167Z
361351,"LAURENS, VILLAGE OF",OTSEGO COUNTY,NY,1974-11-15T00:00:00.000Z,1987-04-17T00:00:00.000Z,03/21/17(M),04/17/87,0,1,,,,,,2024-11-09T09:17:23.173Z
361352,"MILFORD, VILLAGE OF",OTSEGO COUNTY,NY,1975-01-10T00:00:00.000Z,1983-11-18T00:00:00.000Z,03/21/17(M),11/18/83,0,1,,,,,,2024-11-09T09:17:23.179Z
361383,"MOOERS, TOWN OF",CLINTON COUNTY,NY,1975-02-14T00:00:00.000Z,1985-06-19T00:00:00.000Z,12/07/23(M),06/19/85,0,1,,,,,,2024-11-09T09:17:23.350Z
361384,"PERU,TOWN OF",CLINTON COUNTY,NY,1975-02-21T00:00:00.000Z,1987-05-04T00:00:00.000Z,12/07/23,05/04/87,0,1,,,,,,2024-11-09T09:17:23.356Z
361385,"AUSTERLITZ, TOWN OF",COLUMBIA COUNTY,NY,1974-12-27T00:00:00.000Z,1985-06-05T00:00:00.000Z,06/05/85(M),06/05/85,0,1,,,,,,2024-11-09T09:17:23.363Z
361386,"CUYLER, TOWN OF",CORTLAND COUNTY,NY,1975-02-28T00:00:00.000Z,1985-05-15T00:00:00.000Z,03/02/10(M),05/15/85,0,1,,,,,,2024-11-09T09:17:23.369Z
361387,"WAPPINGER, TOWN OF",DUTCHESS COUNTY,NY,1974-11-29T00:00:00.000Z,1979-06-15T00:00:00.000Z,05/02/12,06/15/79,0,1,,,,,,2024-11-09T09:17:23.375Z
361388,"ELIZABETHTOWN, TOWN OF",ESSEX COUNTY,NY,1975-01-24T00:00:00.000Z,1984-07-20T00:00:00.000Z,01/20/93,07/20/84,0,1,,,,,,2024-11-09T09:17:23.381Z
361389,"MORIAH, TOWN OF",ESSEX COUNTY,NY,1974-11-22T00:00:00.000Z,1984-09-24T00:00:00.000Z,09/24/84(M),09/24/84,0,1,,,,,,2024-11-09T09:17:23.387Z
361390,"NEWCOMB, TOWN OF",ESSEX COUNTY,NY,1975-01-24T00:00:00.000Z,1985-06-05T00:00:00.000Z,06/05/85(M),06/05/85,0,1,,,,,,2024-11-09T09:17:23.393Z
361391,"NORTH HUDSON, TOWN OF",ESSEX COUNTY,NY,1975-07-11T00:00:00.000Z,1985-05-15T00:00:00.000Z,05/15/85(M),05/15/85,0,1,,,,,,2024-11-09T09:17:23.399Z
361392,"BELLMONT, TOWN OF",FRANKLIN COUNTY,NY,1975-01-17T00:00:00.000Z,1985-08-05T00:00:00.000Z,08/05/85(M),08/05/85,0,1,,,,,,2024-11-09T09:17:23.406Z
361393,"BRANDON, TOWN OF",FRANKLIN COUNTY,NY,1975-01-17T00:00:00.000Z,,(NSFHA),02/14/85,0,1,,,,,,2024-11-09T09:17:23.412Z
361394,"BURKE, TOWN OF",FRANKLIN COUNTY,NY,1975-01-03T00:00:00.000Z,1986-02-19T00:00:00.000Z,02/19/86(M),02/19/86,0,1,,,,,,2024-11-09T09:17:23.419Z
361395,"CONSTABLE, TOWN OF",FRANKLIN COUNTY,NY,1975-01-03T00:00:00.000Z,,(NSFHA),02/14/85,0,1,,,,,,2024-11-09T09:17:23.425Z
361396,"DUANE, TOWN OF",FRANKLIN COUNTY,NY,1975-01-17T00:00:00.000Z,,(NSFHA),12/19/84,0,1,,,,,,2024-11-09T09:17:23.431Z
361397,"FRANKLIN, TOWN OF",FRANKLIN COUNTY,NY,1975-07-18T00:00:00.000Z,1984-09-24T00:00:00.000Z,09/24/84(M),09/24/84,0,1,,,,,,2024-11-09T09:17:23.437Z
361398,"SANTA CLARA, TOWN OF",FRANKLIN COUNTY,NY,1975-02-21T00:00:00.000Z,,(NSFHA),03/25/85,0,1,,,,,,2024-11-09T09:17:23.443Z
361399,"EPHRATAH, TOWN OF",FULTON COUNTY,NY,1975-01-31T00:00:00.000Z,1985-07-03T00:00:00.000Z,07/03/85(M),07/03/85,0,1,,,,,,2024-11-09T09:17:23.449Z
361400,"NORTHAMPTON, TOWN OF",FULTON COUNTY,NY,1975-01-31T00:00:00.000Z,1985-08-19T00:00:00.000Z,08/19/85(M),08/19/85,0,1,,,,,,2024-11-09T09:17:23.455Z
361401,"WINDHAM, TOWN OF",GREENE COUNTY,NY,1977-11-04T00:00:00.000Z,1988-06-01T00:00:00.000Z,05/16/08,06/01/88,0,1,,,,,,2024-11-09T09:17:23.460Z
361402,"ARIETTA, TOWN OF",HAMILTON COUNTY,NY,1975-02-14T00:00:00.000Z,,(NSFHA),02/14/85,0,1,,,,,,2024-11-09T09:17:23.466Z
361403,"HOPE, TOWN OF",HAMILTON COUNTY,NY,1974-11-22T00:00:00.000Z,1976-09-03T00:00:00.000Z,04/30/86(M),04/30/86,0,1,,,,,,2024-11-09T09:17:23.472Z
361404,"INLET, TOWN OF",HAMILTON COUNTY,NY,1975-01-24T00:00:00.000Z,,(NSFHA),02/14/85,0,1,,,,,,2024-11-09T09:17:23.478Z
361405,"LAKE PLEASANT, TOWN OF",HAMILTON COUNTY,NY,1975-01-24T00:00:00.000Z,,(NSFHA),02/14/85,0,1,,,,,,2024-11-09T09:17:23.484Z
361406,"LONG LAKE, TOWN OF",HAMILTON COUNTY,NY,1975-07-25T00:00:00.000Z,1984-09-24T00:00:00.000Z,09/24/84(M),09/24/84,0,1,,,,,,2024-11-09T09:17:23.490Z
361407,"MOREHOUSE, TOWN OF",HAMILTON COUNTY,NY,1975-02-14T00:00:00.000Z,,(NSFHA),02/14/85,0,1,,,,,,2024-11-09T09:17:23.497Z
361408,"OHIO, TOWN OF",HERKIMER COUNTY,NY,1975-01-03T00:00:00.000Z,1984-09-24T00:00:00.000Z,09/24/84(M),09/24/84,0,1,,,,,,2024-11-09T09:17:23.504Z
361409,"WORTH, TOWN OF",JEFFERSON COUNTY,NY,1975-01-17T00:00:00.000Z,,(NSFHA),07/06/84,0,1,,,,,,2024-11-09T09:17:23.510Z
361410,"DRESDEN, TOWN OF",WASHINGTON COUNTY,NY,1975-02-14T00:00:00.000Z,1986-07-03T00:00:00.000Z,09/20/96,07/03/86,0,1,,,,,,2024-11-09T09:17:23.517Z
361411,"CALEDONIA, TOWN OF",LIVINGSTON COUNTY,NY,1975-01-10T00:00:00.000Z,1981-06-01T00:00:00.000Z,06/01/81,06/01/81,0,1,,,,,,2024-11-09T09:17:23.523Z
361412,"STOCKBRIDGE, TOWN OF",MADISON COUNTY,NY,1975-01-03T00:00:00.000Z,1983-09-15T00:00:00.000Z,(NSFHA),09/15/83,0,1,,,,,,2024-11-09T09:17:23.529Z
361413,"PALATINE, TOWN OF",MONTGOMERY COUNTY,NY,1974-11-29T00:00:00.000Z,1987-05-04T00:00:00.000Z,01/19/18,05/04/87,0,1,,,,,,2024-11-09T09:17:23.536Z
361414,"BRISTOL, TOWN OF",ONTARIO COUNTY,NY,1975-01-31T00:00:00.000Z,1984-01-20T00:00:00.000Z,01/20/84(M),01/20/84,0,1,,,,,,2024-11-09T09:17:23.542Z
361415,"BOYLSTON, TOWN OF",OSWEGO COUNTY,NY,1975-01-03T00:00:00.000Z,2013-06-18T00:00:00.000Z,(NSFHA),08/13/87,0,1,,,,,,2024-11-09T09:17:23.548Z
361416,"BURLINGTON, TOWN OF",OTSEGO COUNTY,NY,1974-11-22T00:00:00.000Z,1983-10-21T00:00:00.000Z,03/21/17(M),10/21/83,0,1,,,,,,2024-11-09T09:17:23.556Z
361417,"DECATUR, TOWN OF",OTSEGO COUNTY,NY,1975-01-17T00:00:00.000Z,1987-06-18T00:00:00.000Z,03/21/17(M),06/18/87,0,1,,,,,,2024-11-09T09:17:23.562Z
361418,"EXETER, TOWN OF",OTSEGO COUNTY,NY,1975-01-10T00:00:00.000Z,1983-11-18T00:00:00.000Z,03/21/17(M),11/18/83,0,1,,,,,,2024-11-09T09:17:23.568Z
361419,"LAURENS, TOWN OF",OTSEGO COUNTY,NY,1975-01-03T00:00:00.000Z,1985-05-15T00:00:00.000Z,03/21/17(M),05/15/85,0,1,,,,,,2024-11-09T09:17:23.574Z
361420,"NEW LISBON, TOWN OF",OTSEGO COUNTY,NY,1975-01-31T00:00:00.000Z,1983-11-18T00:00:00.000Z,03/21/17(M),11/18/83,0,1,,,,,,2024-11-09T09:17:23.580Z
480679,"MINEOLA, CITY OF",WOOD COUNTY,TX,1976-06-04T00:00:00.000Z,2010-09-03T00:00:00.000Z,09/03/10(M),09/03/10,0,1,,,,,,2024-11-09T09:18:08.909Z
480680,"WINNSBORO, CITY OF",HOPKINS COUNTY/WOOD COUNTY,TX,1974-06-28T00:00:00.000Z,1982-12-07T00:00:00.000Z,(NSFHA),12/07/82,0,1,,,,,,2024-11-09T09:18:08.915Z
480682,"DENVER CITY, CITY OF",YOAKUM COUNTY,TX,1974-05-24T00:00:00.000Z,1989-07-17T00:00:00.000Z,07/17/89,07/17/89,0,1,,,,,,2024-11-09T09:18:08.923Z
480683,"PLAINS,CITY OF",YOAKUM COUNTY,TX,1974-05-24T00:00:00.000Z,1987-08-01T00:00:00.000Z,08/01/87(L),08/01/87,0,1,,,,,,2024-11-09T09:18:08.930Z
480684,YOUNG COUNTY *,YOUNG COUNTY,TX,1978-02-07T00:00:00.000Z,1991-01-02T00:00:00.000Z,04/05/19,01/02/91,0,1,,,,,,2024-11-09T09:18:08.936Z
480685,"GRAHAM, CITY OF",YOUNG COUNTY,TX,1974-06-28T00:00:00.000Z,1981-11-04T00:00:00.000Z,07/18/11,11/04/81,0,1,,,,,,2024-11-09T09:18:08.942Z
361421,"ROSEBOOM, TOWN OF",OTSEGO COUNTY,NY,1975-01-10T00:00:00.000Z,1988-06-01T00:00:00.000Z,03/21/17(M),06/01/88,0,1,,,,,,2024-11-09T09:17:23.587Z
361422,"CLARE, TOWN OF",ST. LAWRENCE COUNTY,NY,1975-01-03T00:00:00.000Z,1982-07-16T00:00:00.000Z,07/16/82(M),07/16/82,0,1,,,,,,2024-11-09T09:17:23.593Z
361423,"COLTON, TOWN OF",ST. LAWRENCE COUNTY,NY,1975-02-14T00:00:00.000Z,1985-05-01T00:00:00.000Z,05/01/85(M),05/01/85,0,1,,,,,,2024-11-09T09:17:23.599Z
361425,"PARISHVILLE, TOWN OF",ST. LAWRENCE COUNTY,NY,1975-01-17T00:00:00.000Z,1982-07-30T00:00:00.000Z,07/30/82(M),07/30/82,0,1,,,,,,2024-11-09T09:17:23.612Z
361426,"PIERCEFIELD, TOWN OF",ST. LAWRENCE COUNTY,NY,1975-01-31T00:00:00.000Z,1984-01-06T00:00:00.000Z,01/06/84(M),01/06/84,0,1,,,,,,2024-11-09T09:17:23.618Z
361428,"RUSSELL, TOWN OF",ST. LAWRENCE COUNTY,NY,1975-02-14T00:00:00.000Z,,(NSFHA),12/19/84,0,1,,,,,,2024-11-09T09:17:23.630Z
361429,"STOCKHOLM, TOWN OF",ST. LAWRENCE COUNTY,NY,1975-01-03T00:00:00.000Z,1986-04-15T00:00:00.000Z,04/15/86(M),04/15/86,0,1,,,,,,2024-11-09T09:17:23.636Z
361431,"BROOME, TOWN OF",SCHOHARIE COUNTY,NY,1975-01-03T00:00:00.000Z,1985-10-15T00:00:00.000Z,04/02/04,10/15/85,0,1,,,,,,2024-11-09T09:17:23.643Z
361433,"GILBOA, TOWN OF",SCHOHARIE COUNTY,NY,1974-12-06T00:00:00.000Z,1988-05-01T00:00:00.000Z,04/02/04,05/01/88,0,1,,,,,,2024-11-09T09:17:23.650Z
361434,"HOWARD, TOWN OF",STEUBEN COUNTY,NY,1974-12-27T00:00:00.000Z,1982-09-03T00:00:00.000Z,09/03/82(M),09/03/82,0,1,,,,,,2024-11-09T09:17:23.656Z
361435,"PRATTSBURG, TOWN OF",STEUBEN COUNTY,NY,1975-04-11T00:00:00.000Z,1984-01-20T00:00:00.000Z,01/20/84(M),01/20/84,0,1,,,,,,2024-11-09T09:17:23.662Z
361436,"TROUPSBURG, TOWN OF",STEUBEN COUNTY,NY,1975-02-21T00:00:00.000Z,1982-09-24T00:00:00.000Z,09/24/82(M),09/24/82,0,1,,,,,,2024-11-09T09:17:23.668Z
361437,"WEST UNION, TOWN OF",STEUBEN COUNTY,NY,1975-01-17T00:00:00.000Z,1988-07-01T00:00:00.000Z,07/01/88(L),07/01/88,0,1,,,,,,2024-11-09T09:17:23.674Z
361438,"WHEELER, TOWN OF",STEUBEN COUNTY,NY,1975-01-17T00:00:00.000Z,1980-07-25T00:00:00.000Z,07/25/80(M),07/25/80,0,1,,,,,,2024-11-09T09:17:23.680Z
361439,"DENNING, TOWN OF",ULSTER COUNTY,NY,1975-02-07T00:00:00.000Z,1984-05-25T00:00:00.000Z,11/18/16,05/25/84,0,1,,,,,,2024-11-09T09:17:23.686Z
361442,"HAMPTON, TOWN OF",WASHINGTON COUNTY,NY,1975-01-03T00:00:00.000Z,1985-04-17T00:00:00.000Z,04/17/85(M),04/17/85,0,1,,,,,,2024-11-09T09:17:23.692Z
361443,"HEBRON, TOWN OF",WASHINGTON COUNTY,NY,1975-01-24T00:00:00.000Z,1985-04-17T00:00:00.000Z,06/15/94,04/17/85,0,1,,,,,,2024-11-09T09:17:23.698Z
361444,"JACKSON, TOWN OF",WASHINGTON COUNTY,NY,1975-01-17T00:00:00.000Z,1985-04-17T00:00:00.000Z,03/16/92,04/17/85,0,1,,,,,,2024-11-09T09:17:23.703Z
361445,"BUTLER, TOWN OF",WAYNE COUNTY,NY,1974-11-29T00:00:00.000Z,1982-07-09T00:00:00.000Z,07/09/82(M),07/09/82,0,1,,,,,,2024-11-09T09:17:23.709Z
361446,"MARION, TOWN OF",WAYNE COUNTY,NY,1975-01-17T00:00:00.000Z,1988-07-01T00:00:00.000Z,07/01/88(L),07/01/88,0,1,,,,,,2024-11-09T09:17:23.715Z
361449,"CHERRY VALLEY, VILLAGE OF",OTSEGO COUNTY,NY,1974-11-15T00:00:00.000Z,1986-01-03T00:00:00.000Z,03/21/17(M),01/03/86,0,1,,,,,,2024-11-09T09:17:23.721Z
361450,"CLIFTON SPRINGS, VILLAGE OF",ONTARIO COUNTY,NY,1975-02-07T00:00:00.000Z,1982-07-23T00:00:00.000Z,07/23/82(M),07/23/82,0,1,,,,,,2024-11-09T09:17:23.727Z
361451,"HARRISVILLE, VILLAGE OF",LEWIS COUNTY,NY,1974-11-15T00:00:00.000Z,1984-09-24T00:00:00.000Z,09/24/84(M),09/24/84,0,1,,,,,,2024-11-09T09:17:23.733Z
361452,"GENESEO, VILLAGE OF",LIVINGSTON COUNTY,NY,1974-11-15T00:00:00.000Z,1982-08-27T00:00:00.000Z,09/29/96,08/27/82,0,1,,,,,,2024-11-09T09:17:23.739Z
361453,"HIGHLAND FALLS, VILLAGE OF",ORANGE COUNTY,NY,1975-07-11T00:00:00.000Z,1976-06-25T00:00:00.000Z,08/03/09,06/25/76,0,1,,,,,,2024-11-09T09:17:23.744Z
361454,"HOLLEY, VILLAGE OF",ORLEANS COUNTY,NY,1975-07-11T00:00:00.000Z,1979-11-30T00:00:00.000Z,11/30/79(M),11/30/79,0,1,,,,,,2024-11-09T09:17:23.750Z
361455,"GILBERTSVILLE, VILLAGE OF",OTSEGO COUNTY,NY,1976-07-16T00:00:00.000Z,1985-11-01T00:00:00.000Z,03/21/17(M),11/01/85,0,1,,,,,,2024-11-09T09:17:23.756Z
361456,"LEICESTER, VILLAGE OF",LIVINGSTON COUNTY,NY,1975-01-10T00:00:00.000Z,1982-08-27T00:00:00.000Z,08/27/82(M),08/27/82,0,1,,,,,,2024-11-09T09:17:23.762Z
361496,"ALEXANDER, VILLAGE OF",GENESEE COUNTY,NY,1974-11-22T00:00:00.000Z,1984-01-20T00:00:00.000Z,05/04/87,01/20/84,0,1,,,,,,2024-11-09T09:17:23.978Z
361498,"CORFU, VILLAGE OF",GENESEE COUNTY,NY,1974-11-15T00:00:00.000Z,1985-10-15T00:00:00.000Z,10/15/85(M),10/15/85,0,1,,,,,,2024-11-09T09:17:23.990Z
361499,"ELBA, VILLAGE OF",GENESEE COUNTY,NY,1975-01-24T00:00:00.000Z,1984-01-20T00:00:00.000Z,01/20/84(M),01/20/84,0,1,,,,,,2024-11-09T09:17:24.004Z
361500,"OAKFIELD, VILLAGE OF",GENESEE COUNTY,NY,1974-11-15T00:00:00.000Z,1984-03-23T00:00:00.000Z,03/23/84(M),03/23/84,0,1,,,,,,2024-11-09T09:17:24.010Z
361501,"FORESTVILLE, VILLAGE OF",CHAUTAUQUA COUNTY,NY,1975-01-03T00:00:00.000Z,1983-03-18T00:00:00.000Z,03/18/83(M),03/18/83,0,1,,,,,,2024-11-09T09:17:24.018Z
361502,"SHERMAN, VILLAGE OF",CHAUTAUQUA COUNTY,NY,1975-01-03T00:00:00.000Z,1978-03-01T00:00:00.000Z,03/01/78,03/01/78,0,1,,,,,,2024-11-09T09:17:24.025Z
361504,"SAUGERTIES, VILLAGE OF",ULSTER COUNTY,NY,1974-11-15T00:00:00.000Z,1982-09-10T00:00:00.000Z,09/25/09(M),09/10/82,0,1,,,,,,2024-11-09T09:17:24.032Z
361506,"SHOREHAM, VILLAGE OF",SUFFOLK COUNTY,NY,1974-11-15T00:00:00.000Z,1983-03-16T00:00:00.000Z,09/25/09,05/25/78,0,1,,,,,,2024-11-09T09:17:24.042Z
361507,"TIVOLI, VILLAGE OF",DUTCHESS COUNTY,NY,1974-12-20T00:00:00.000Z,1984-08-01T00:00:00.000Z,05/02/12,08/01/84,0,1,,,,,,2024-11-09T09:17:24.053Z
361508,"VALATIE, VILLAGE OF",COLUMBIA COUNTY,NY,1975-09-26T00:00:00.000Z,1982-12-01T00:00:00.000Z,12/01/82,12/01/82,0,1,,,,,,2024-11-09T09:17:24.066Z
361509,"WOLCOTT, VILLAGE OF",WAYNE COUNTY,NY,1974-11-15T00:00:00.000Z,1976-06-11T00:00:00.000Z,07/06/84(M),07/06/84,0,1,,,,,,2024-11-09T09:17:24.073Z
361510,"NISSEQUOGUE, VILLAGE OF",SUFFOLK COUNTY,NY,1974-11-22T00:00:00.000Z,1983-05-16T00:00:00.000Z,09/25/09,05/16/83,0,1,,,,,,2024-11-09T09:17:24.081Z
361511,"GAINESVILLE, VILLAGE OF",WYOMING COUNTY,NY,1974-11-22T00:00:00.000Z,1985-02-15T00:00:00.000Z,02/15/85(M),02/15/85,0,1,,,,,,2024-11-09T09:17:24.088Z
361512,"HUDSON, CITY OF",COLUMBIA COUNTY,NY,1974-11-15T00:00:00.000Z,1985-06-19T00:00:00.000Z,09/29/89,06/19/85,0,1,,,,,,2024-11-09T09:17:24.096Z
361513,"HEAD OF THE HARBOR, VILLAGE OF",SUFFOLK COUNTY,NY,1974-11-15T00:00:00.000Z,1983-08-01T00:00:00.000Z,09/25/09,08/01/83,0,1,,,,,,2024-11-09T09:17:24.105Z
361515,"SLEEPY HOLLOW, VILLAGE OF",WESTCHESTER COUNTY,NY,1974-12-13T00:00:00.000Z,1981-08-17T00:00:00.000Z,09/28/07,08/17/81,0,1,,,,,,2024-11-09T09:17:24.112Z
361516,"ODESSA, VILLAGE OF",SCHUYLER COUNTY,NY,1974-12-20T00:00:00.000Z,1984-04-20T00:00:00.000Z,04/20/84(M),04/20/84,0,1,,,,,,2024-11-09T09:17:24.120Z
361517,"PAWLING, VILLAGE OF",DUTCHESS COUNTY,NY,1975-02-07T00:00:00.000Z,1984-08-01T00:00:00.000Z,05/02/12,08/01/84,0,1,,,,,,2024-11-09T09:17:24.128Z
361518,"POQUOTT, VILLAGE OF",SUFFOLK COUNTY,NY,1974-11-15T00:00:00.000Z,1983-08-01T00:00:00.000Z,09/25/09,08/01/83,0,1,,,,,,2024-11-09T09:17:24.136Z
361519,"GREAT NECK, VILLAGE OF",NASSAU COUNTY,NY,1974-07-26T00:00:00.000Z,1982-11-17T00:00:00.000Z,09/11/09,11/17/82,0,1,,,,,,2024-11-09T09:17:24.148Z
